Trip ID,Subscription (Y or N),ADA/Non,Anchor,RequestTime,PCAs,Companions,ServiceAnimal,PickHouseNumber,PickAddress1,Pickcity,pickzip,DropHouseNumber,DropAddress1,Dropcity,DropZip,PickFullAddress,DropFullAddress,PickGeo,DropGeo
1624,N,ADA,A,2:45 PM,0,0,N,27,CONOMO AVE,LYNN,1904,77,Atlantic Avenue,MARBLEHEAD,1945,"27 CONOMO AVE, LYNN, 1904","77 Atlantic Avenue, MARBLEHEAD, 1945","42.4868901,-70.95676809999999","42.497255,-70.85779169999999"
1625,N,ADA,P,5:45 PM,0,0,N,75,Atlantic Avenue,MARBLEHEAD,1945,25,CONOMO AVE,LYNN,1904,"75 Atlantic Avenue, MARBLEHEAD, 1945","25 CONOMO AVE, LYNN, 1904","42.4973353,-70.8576887","42.4868853,-70.956684"
1626,N,ADA,A,1:30 PM,1,0,N,781,MAIN ST,WINCHESTER,1890,355,Cambridge Rd,WOBURN,1801,"781 MAIN ST, WINCHESTER, 1890","355 Cambridge Rd, WOBURN, 1801","42.4587417,-71.1394778","42.4604731,-71.16521829999999"
1627,N,ADA,P,3:00 PM,1,0,N,356,Cambridge Rd,WOBURN,1801,782,MAIN ST,WINCHESTER,1890,"356 Cambridge Rd, WOBURN, 1801","782 MAIN ST, WINCHESTER, 1890","42.4604715,-71.165216","42.4584958,-71.1400854"
1628,N,ADA,A,11:30 AM,0,0,N,14,FAXON ST,MELROSE,2176,178,Cambridge St,BOSTON,2114,"14 FAXON ST, MELROSE, 2176","178 Cambridge St, BOSTON, 2114","42.4530463,-71.0570568","42.3611234,-71.0652066"
1629,N,ADA,P,12:30 PM,0,0,N,178,Cambridge St,BOSTON,2114,14,FAXON ST,MELROSE,2176,"178 Cambridge St, BOSTON, 2114","14 FAXON ST, MELROSE, 2176","42.3611234,-71.0652066","42.4530463,-71.0570568"
1630,N,ADA,A,10:50 AM,0,0,N,129,LOVELL RD,WATERTOWN,2472,575,RUTHERFORD AVENUE,CHARLESTOWN,2129,"129 LOVELL RD, WATERTOWN, 2472","575 RUTHERFORD AVENUE, CHARLESTOWN, 2129","42.3774217,-71.1773917","42.3829046,-71.07235430000001"
1631,N,ADA,P,12:00 PM,0,0,N,573,RUTHERFORD AVENUE,CHARLESTOWN,2129,127,LOVELL RD,WATERTOWN,2472,"573 RUTHERFORD AVENUE, CHARLESTOWN, 2129","127 LOVELL RD, WATERTOWN, 2472","42.3828749,-71.0723366","42.37739819999999,-71.1774095"
1632,N,ADA,A,10:00 AM,0,0,N,125,H ST,SOUTH BOSTON,2127,265,TREMONT ST,BOSTON,2116,"125 H ST, SOUTH BOSTON, 2127","265 TREMONT ST, BOSTON, 2116","42.3334795,-71.0416826","42.3503978,-71.0653975"
1633,N,ADA,A,8:00 PM,0,0,N,1225,BEACON ST,BROOKLINE,2446,333,GROVE ST,NEWTON,2462,"1225 BEACON ST, BROOKLINE, 2446","333 GROVE ST, NEWTON, 2462","42.3431266,-71.1171992","42.3375722,-71.2516781"
1634,N,Non-ADA,A,9:15 AM,0,0,N,15,DYER AVE,MILTON,2186,97,Mazzeo Dr,RANDOLPH,2368,"15 DYER AVE, MILTON, 2186","97 Mazzeo Dr, RANDOLPH, 2368","42.2587564,-71.0926245","42.1619362,-71.0620898"
1635,N,ADA,A,10:30 AM,0,0,N,136,1ST ST,MEDFORD,2155,246,Highland Ave,MALDEN,2148,"136 1ST ST, MEDFORD, 2155","246 Highland Ave, MALDEN, 2148","42.4123001,-71.0835864","42.4218904,-71.0804251"
1636,N,ADA,P,12:00 PM,0,0,N,248,Highland Ave,MALDEN,2148,138,1ST ST,MEDFORD,2155,"248 Highland Ave, MALDEN, 2148","138 1ST ST, MEDFORD, 2155","42.4218904,-71.0804251","42.4123996,-71.0837134"
1637,Y,ADA,A,9:00 AM,0,0,N,278,HAVRE ST,EAST BOSTON,2128,31,NEWPORT AVENUE EXT,QUINCY,2171,"278 HAVRE ST, EAST BOSTON, 2128","31 NEWPORT AVENUE EXT, QUINCY, 2171","42.37620829999999,-71.03456899999999","42.2793605,-71.0360991"
1638,Y,ADA,P,5:15 PM,0,0,N,26,NEWPORT AVENUE EXT,QUINCY,2171,273,HAVRE ST,EAST BOSTON,2128,"26 NEWPORT AVENUE EXT, QUINCY, 2171","273 HAVRE ST, EAST BOSTON, 2128","42.2785515,-71.0353712","42.3760099,-71.03434969999999"
1640,N,ADA,A,4:00 PM,0,0,N,303,MOUNTAINVIEW DR,STONEHAM,2180,48,Pleasant St,WOBURN,1801,"303 MOUNTAINVIEW DR, STONEHAM, 2180","48 Pleasant St, WOBURN, 1801","42.4817022,-71.1112103","42.4784798,-71.1544074"
1641,N,ADA,A,7:30 AM,0,0,N,711,RIVER ST,HYDE PARK,2136,7,Investors Way,NORWOOD,2062,"711 RIVER ST, HYDE PARK, 2136","7 Investors Way, NORWOOD, 2062","42.2638369,-71.1018501","42.2122462,-71.19760169999999"
1642,N,Non-ADA,P,5:00 PM,0,0,N,5,Investors Way,NORWOOD,2062,431,Turnpike St,CANTON,2021,"5 Investors Way, NORWOOD, 2062","431 Turnpike St, CANTON, 2021","42.2122462,-71.19760169999999","42.1695524,-71.11051859999999"
1643,N,Non-ADA,P,8:45 PM,0,0,N,434,Turnpike St,CANTON,2021,712,RIVER ST,HYDE PARK,2136,"434 Turnpike St, CANTON, 2021","712 RIVER ST, HYDE PARK, 2136","42.1700436,-71.1106624","42.2636908,-71.1018559"
1644,N,ADA,A,11:45 AM,0,0,N,9,MILANO DR,SAUGUS,1906,44,BURLINGTON MALL RD,BURLINGTON,1803,"9 MILANO DR, SAUGUS, 1906","44 BURLINGTON MALL RD, BURLINGTON, 1803","42.4746866,-71.0311463","42.4870939,-71.2056636"
1645,N,ADA,A,11:00 AM,0,0,N,173,S Common St,LYNN,1905,117,Market St,LYNN,1901,"173 S Common St, LYNN, 1905","117 Market St, LYNN, 1901","42.4626445,-70.9627258","42.4627036,-70.94848259999999"
1646,N,ADA,P,12:00 PM,0,0,N,47,STATE ST,LYNN,1901,174,S Common St,LYNN,1905,"47 STATE ST, LYNN, 1901","174 S Common St, LYNN, 1905","42.4621489,-70.949764","42.4624838,-70.9609492"
1647,N,ADA,A,11:00 AM,0,0,N,221,BRYANT TERRACE,MALDEN,2148,123,MAIN ST,MALDEN,2148,"221 BRYANT TERRACE, MALDEN, 2148","123 MAIN ST, MALDEN, 2148","42.4265803,-71.05541869999999","42.4194162,-71.0655816"
1648,N,ADA,P,2:00 PM,0,0,N,125,MAIN ST,MALDEN,2148,223,BRYANT TERRACE,MALDEN,2148,"125 MAIN ST, MALDEN, 2148","223 BRYANT TERRACE, MALDEN, 2148","42.4194677,-71.06552649999999","42.4264447,-71.0557486"
1649,N,ADA,A,4:30 PM,0,0,N,4,CAPEN CT,SOMERVILLE,2144,17,Broadway,SOMERVILLE,2145,"4 CAPEN CT, SOMERVILLE, 2144","17 Broadway, SOMERVILLE, 2145","42.4145061,-71.1306489","42.3859499,-71.0780013"
1650,N,ADA,A,2:00 PM,0,0,N,92,STRATHMORE RD,BRIGHTON,2135,57,State St,BOSTON,2109,"92 STRATHMORE RD, BRIGHTON, 2135","57 State St, BOSTON, 2109","42.3390113,-71.1504669","42.3589423,-71.0562324"
1651,N,ADA,P,4:00 PM,0,0,N,59,State St,BOSTON,2109,94,STRATHMORE RD,BRIGHTON,2135,"59 State St, BOSTON, 2109","94 STRATHMORE RD, BRIGHTON, 2135","42.35894649999999,-71.0562037","42.3390464,-71.1505845"
1652,N,ADA,A,9:00 AM,0,0,N,275,CAMBRIDGE RD,WOBURN,1801,957,MAIN ST,WINCHESTER,1890,"275 CAMBRIDGE RD, WOBURN, 1801","957 MAIN ST, WINCHESTER, 1890","42.4611956,-71.1697731","42.462901,-71.14379149999999"
1654,N,ADA,A,9:00 AM,1,0,N,15,LAWRENCE RD,MEDFORD,2155,56,Staniford St,BOSTON,2114,"15 LAWRENCE RD, MEDFORD, 2155","56 Staniford St, BOSTON, 2114","42.4249278,-71.1069334","42.3626065,-71.0638677"
1655,N,ADA,P,12:00 PM,1,0,N,51,Staniford St,BOSTON,2114,10,LAWRENCE RD,MEDFORD,2155,"51 Staniford St, BOSTON, 2114","10 LAWRENCE RD, MEDFORD, 2155","42.3628512,-71.0636495","42.4244754,-71.106524"
1656,N,ADA,A,9:00 AM,0,0,N,35,OVERLOOK DR,WINTHROP,2152,2,KNEELAND ST,BOSTON,2111,"35 OVERLOOK DR, WINTHROP, 2152","2 KNEELAND ST, BOSTON, 2111","42.38444680000001,-70.9792185","42.350959,-71.0629823"
1657,N,ADA,P,2:30 PM,0,0,N,7,City Sq,CHARLESTOWN,2129,42,CUTLER ST,WINTHROP,2152,"7 City Sq, CHARLESTOWN, 2129","42 CUTLER ST, WINTHROP, 2152","42.3720659,-71.062073","42.3748203,-70.97159429999999"
1658,N,ADA,A,9:00 AM,0,0,N,38,CUTLER ST,WINTHROP,2152,3,City Sq,CHARLESTOWN,2129,"38 CUTLER ST, WINTHROP, 2152","3 City Sq, CHARLESTOWN, 2129","42.3747876,-70.97169029999999","42.3720241,-71.0624843"
1659,N,ADA,A,9:05 AM,0,0,N,147,Glenwood Ave,HYDE PARK,2136,2229,Centre St,WEST ROXBURY,2132,"147 Glenwood Ave, HYDE PARK, 2136","2229 Centre St, WEST ROXBURY, 2132","42.2451677,-71.1226667","42.2783941,-71.1597048"
1662,N,ADA,A,2:15 PM,1,0,N,5,O'NEIL DR,DEDHAM,2026,571,Rutherford Ave,CHARLESTOWN,2129,"5 O'NEIL DR, DEDHAM, 2026","571 Rutherford Ave, CHARLESTOWN, 2129","42.2482597,-71.16229899999999","42.38284520000001,-71.0723189"
1663,N,ADA,P,3:45 PM,1,0,N,572,Rutherford Ave,CHARLESTOWN,2129,6,O'NEIL DR,DEDHAM,2026,"572 Rutherford Ave, CHARLESTOWN, 2129","6 O'NEIL DR, DEDHAM, 2026","42.3831674,-71.0731479","42.2482291,-71.1620166"
1664,N,Non-ADA,A,8:00 AM,0,0,N,34,EDGEMERE RD,LYNNFIELD,1940,302,MISHAWUM RD,WOBURN,1801,"34 EDGEMERE RD, LYNNFIELD, 1940","302 MISHAWUM RD, WOBURN, 1801","42.52721349999999,-71.0197037","42.5043777,-71.13366119999999"
1665,N,Non-ADA,P,11:20 AM,0,0,N,298,MISHAWUM RD,WOBURN,1801,30,EDGEMERE RD,LYNNFIELD,1940,"298 MISHAWUM RD, WOBURN, 1801","30 EDGEMERE RD, LYNNFIELD, 1940","42.5043701,-71.133706","42.5264847,-71.019019"
1666,N,ADA,A,12:30 PM,0,0,N,327,CHELSEA ST,EAST BOSTON,2128,75,CENTRAL SQ,EAST BOSTON,2128,"327 CHELSEA ST, EAST BOSTON, 2128","75 CENTRAL SQ, EAST BOSTON, 2128","42.3777067,-71.0296953","42.3745004,-71.0397735"
1667,N,ADA,P,3:30 PM,0,0,N,74,CENTRAL SQ,EAST BOSTON,2128,326,CHELSEA ST,EAST BOSTON,2128,"74 CENTRAL SQ, EAST BOSTON, 2128","326 CHELSEA ST, EAST BOSTON, 2128","42.3745004,-71.0397735","42.377489,-71.03035"
1668,N,ADA,P,1:00 PM,1,0,N,954,AMERICAN LEGION HWY,ROSLINDALE,2131,81,TAMPA ST,MATTAPAN,2126,"954 AMERICAN LEGION HWY, ROSLINDALE, 2131","81 TAMPA ST, MATTAPAN, 2126","42.275699,-71.1144068","42.273583,-71.10872069999999"
1669,N,ADA,A,12:00 PM,1,0,N,82,TAMPA ST,MATTAPAN,2126,955,AMERICAN LEGION HWY,ROSLINDALE,2131,"82 TAMPA ST, MATTAPAN, 2126","955 AMERICAN LEGION HWY, ROSLINDALE, 2131","42.2735424,-71.1087448","42.2746824,-71.1149457"
1670,N,ADA,P,3:26 PM,0,0,N,472,Medford St,CHARLESTOWN,2129,383,"Ocean Ave, # 1801",REVERE,2151,"472 Medford St, CHARLESTOWN, 2129","383 Ocean Ave, # 1801, REVERE, 2151","42.3833498,-71.06802499999999","40.695467,-73.4394379"
1671,N,ADA,A,8:15 AM,0,0,N,381,"Ocean Ave, # 1801",REVERE,2151,470,Medford St,CHARLESTOWN,2129,"381 Ocean Ave, # 1801, REVERE, 2151","470 Medford St, CHARLESTOWN, 2129","42.5002212,-70.8345646","42.3833446,-71.06801279999999"
1672,N,ADA,P,8:00 AM,0,0,N,59,Monument St,CHARLESTOWN,2129,139,Salem St,REVERE,2151,"59 Monument St, CHARLESTOWN, 2129","139 Salem St, REVERE, 2151","42.3786961,-71.059364","42.4391391,-71.0175131"
1673,N,ADA,P,7:30 PM,0,0,N,135,Salem St,REVERE,2151,55,Monument St,CHARLESTOWN,2129,"135 Salem St, REVERE, 2151","55 Monument St, CHARLESTOWN, 2129","42.4383391,-71.0179837","42.378599,-71.0594167"
1674,N,ADA,A,1:00 PM,0,0,N,370,QUINCY AVE,QUINCY,2169,725,GRANITE ST,BRAINTREE,2184,"370 QUINCY AVE, QUINCY, 2169","725 GRANITE ST, BRAINTREE, 2184","42.2397026,-70.98452979999999","42.206263,-71.02354559999999"
1675,N,ADA,P,2:00 PM,0,0,N,724,GRANITE ST,BRAINTREE,2184,369,QUINCY AVE,QUINCY,2169,"724 GRANITE ST, BRAINTREE, 2184","369 QUINCY AVE, QUINCY, 2169","42.2061881,-71.0220411","42.2395511,-70.9851396"
1676,N,ADA,P,9:30 AM,0,0,N,8,ESSEX CENTER DR,PEABODY,1960,81,CENTRAL ST,PEABODY,1960,"8 ESSEX CENTER DR, PEABODY, 1960","81 CENTRAL ST, PEABODY, 1960","42.53963539999999,-70.9512045","42.53220390000001,-70.9274294"
1677,N,ADA,A,7:45 AM,0,0,N,76,Central St,PEABODY,1960,7,ESSEX CENTER DR,PEABODY,1960,"76 Central St, PEABODY, 1960","7 ESSEX CENTER DR, PEABODY, 1960","42.5315612,-70.92749049999999","42.5368861,-70.9470382"
1678,Y,ADA,A,8:30 AM,0,0,N,15,SYLVESTER RD,DORCHESTER,2122,27,Thomson Pl,BOSTON,2210,"15 SYLVESTER RD, DORCHESTER, 2122","27 Thomson Pl, BOSTON, 2210","42.2845821,-71.0476771","42.3510314,-71.0472454"
1679,Y,ADA,P,4:00 PM,0,0,N,24,Thomson Pl,BOSTON,2210,12,SYLVESTER RD,DORCHESTER,2122,"24 Thomson Pl, BOSTON, 2210","12 SYLVESTER RD, DORCHESTER, 2122","42.35101359999999,-71.04795109999999","42.2847525,-71.0473426"
1680,N,ADA,A,11:30 AM,0,0,N,12,GROTTO GLEN RD,JAMAICA PLAIN,2130,22,HARVARD ST,BROOKLINE,2445,"12 GROTTO GLEN RD, JAMAICA PLAIN, 2130","22 HARVARD ST, BROOKLINE, 2445","42.32586879999999,-71.1091008","42.3338326,-71.11906619999999"
1681,N,ADA,P,3:30 PM,0,0,N,21,HARVARD ST,BROOKLINE,2445,11,GROTTO GLEN RD,JAMAICA PLAIN,2130,"21 HARVARD ST, BROOKLINE, 2445","11 GROTTO GLEN RD, JAMAICA PLAIN, 2130","42.3340214,-71.1186925","42.3258686,-71.1091004"
1682,N,ADA,A,10:00 AM,0,0,N,2900,Washington St,ROXBURY,2119,50,FRANCIS ST,BOSTON,2115,"2900 Washington St, ROXBURY, 2119","50 FRANCIS ST, BOSTON, 2115","42.3189118,-71.0949816","42.33553879999999,-71.1073536"
1683,N,ADA,P,1:00 PM,0,0,N,49,FRANCIS ST,BOSTON,2115,2899,Washington St,ROXBURY,2119,"49 FRANCIS ST, BOSTON, 2115","2899 Washington St, ROXBURY, 2119","42.334121,-71.1048866","42.3195952,-71.0947796"
1684,N,ADA,A,11:45 AM,1,0,N,152,STANIFORD ST,BOSTON,2114,17,PARKMAN ST,BOSTON,2114,"152 STANIFORD ST, BOSTON, 2114","17 PARKMAN ST, BOSTON, 2114","42.363841,-71.0635262","42.36219029999999,-71.06728269999999"
1685,N,ADA,P,2:30 PM,1,0,N,18,PARKMAN ST,BOSTON,2114,153,STANIFORD ST,BOSTON,2114,"18 PARKMAN ST, BOSTON, 2114","153 STANIFORD ST, BOSTON, 2114","42.36219,-71.0673123","42.3640018,-71.0634421"
1686,N,Non-ADA,A,1:00 PM,0,0,N,8,RICHARDSON ST,WAKEFIELD,1880,11,Kimball Ln,LYNNFIELD,1940,"8 RICHARDSON ST, WAKEFIELD, 1880","11 Kimball Ln, LYNNFIELD, 1940","42.4999164,-71.0680677","42.5056102,-71.0348082"
1688,N,ADA,A,3:00 PM,0,0,N,60,WAVERLEY AVE,WATERTOWN,2472,52,Nichols Ave,WATERTOWN,2472,"60 WAVERLEY AVE, WATERTOWN, 2472","52 Nichols Ave, WATERTOWN, 2472","42.3721558,-71.19076439999999","42.36785829999999,-71.1561864"
1689,Y,ADA,A,8:00 AM,0,0,N,37,MAGUIRE AVE,AVON,2322,27,Beach St,DORCHESTER,2122,"37 MAGUIRE AVE, AVON, 2322","27 Beach St, DORCHESTER, 2122","42.1132553,-71.0372703","42.3031612,-71.0549504"
1690,Y,ADA,P,2:30 PM,0,0,N,26,Beach St,DORCHESTER,2122,36,MAGUIRE AVE,AVON,2322,"26 Beach St, DORCHESTER, 2122","36 MAGUIRE AVE, AVON, 2322","42.302205,-71.05465099999999","42.113148,-71.0370124"
1691,N,ADA,A,12:00 PM,0,0,N,127,Fairmount St,DORCHESTER,2124,303,S HUNTINGTON AVE,JAMAICA PLAIN,2130,"127 Fairmount St, DORCHESTER, 2124","303 S HUNTINGTON AVE, JAMAICA PLAIN, 2130","42.280233,-71.0764891","42.3245412,-71.1122504"
1692,N,ADA,P,4:30 PM,0,0,N,307,S HUNTINGTON AVE,JAMAICA PLAIN,2130,131,Fairmount St,DORCHESTER,2124,"307 S HUNTINGTON AVE, JAMAICA PLAIN, 2130","131 Fairmount St, DORCHESTER, 2124","42.3244838,-71.1122548","42.2801968,-71.0766241"
1693,N,ADA,A,8:00 AM,0,0,N,372,WASHINGTON ST,NORWOOD,2062,8,CONGRESS ST,BOSTON-,2114,"372 WASHINGTON ST, NORWOOD, 2062","8 CONGRESS ST, BOSTON-, 2114","42.2012329,-71.19709879999999","42.351831,-71.05100259999999"
1694,N,ADA,P,4:25 PM,0,0,N,7,CONGRESS ST,BOSTON-,2114,371,WASHINGTON ST,NORWOOD,2062,"7 CONGRESS ST, BOSTON-, 2114","371 WASHINGTON ST, NORWOOD, 2062","42.3617509,-71.0579138","42.20135,-71.19729509999999"
1695,N,ADA,P,10:05 AM,0,0,N,125,HIGH ST,MEDFORD,2155,77,BELMONT ST,MALDEN,2148,"125 HIGH ST, MEDFORD, 2155","77 BELMONT ST, MALDEN, 2148","42.4199593,-71.1141294","42.4156677,-71.0608171"
1696,N,ADA,A,7:25 AM,0,0,N,76,BELMONT ST,MALDEN,2148,124,HIGH ST,MEDFORD,2155,"76 BELMONT ST, MALDEN, 2148","124 HIGH ST, MEDFORD, 2155","42.41596550000001,-71.06103","42.4194981,-71.11438799999999"
1697,N,ADA,A,5:00 PM,0,0,N,17,LEDGEMERE RD,BRIGHTON,2135,50,NICHOLS AVE,WATERTOWN,2472,"17 LEDGEMERE RD, BRIGHTON, 2135","50 NICHOLS AVE, WATERTOWN, 2472","42.3435622,-71.152952","42.36785829999999,-71.1561858"
1698,N,ADA,P,10:00 PM,0,0,N,50,NICHOLS AVE,WATERTOWN,2472,17,LEDGEMERE RD,BRIGHTON,2135,"50 NICHOLS AVE, WATERTOWN, 2472","17 LEDGEMERE RD, BRIGHTON, 2135","42.36785829999999,-71.1561858","42.3435622,-71.152952"
1699,N,ADA,A,10:45 AM,0,0,N,324,Geneva Ave,DORCHESTER,2122,322,Harrison Ave,SOUTH END,2118,"324 Geneva Ave, DORCHESTER, 2122","322 Harrison Ave, SOUTH END, 2118","42.3030877,-71.0705523","42.3457197,-71.0633479"
1700,N,ADA,P,11:30 AM,0,0,N,322,Harrison Ave,SOUTH END,2118,324,Geneva Ave,DORCHESTER,2122,"322 Harrison Ave, SOUTH END, 2118","324 Geneva Ave, DORCHESTER, 2122","42.3457197,-71.0633479","42.3030877,-71.0705523"
1701,N,ADA,A,4:00 PM,1,0,N,909,BLUE HILL AVE,DORCHESTER,2124,77,FENWOOD RD,FENWAY,2115,"909 BLUE HILL AVE, DORCHESTER, 2124","77 FENWOOD RD, FENWAY, 2115","42.2672526,-71.0934328","42.3361111,-71.10871259999999"
1702,N,ADA,P,5:00 PM,1,0,N,78,FENWOOD RD,FENWAY,2115,910,BLUE HILL AVE,DORCHESTER,2124,"78 FENWOOD RD, FENWAY, 2115","910 BLUE HILL AVE, DORCHESTER, 2124","42.3357646,-71.1092443","42.29313,-71.0884195"
1703,Y,ADA,A,8:45 AM,0,0,N,336,RAILROAD AVE,NORWOOD,2062,270,BEACON ST,CHESTNUT HILL,2467,"336 RAILROAD AVE, NORWOOD, 2062","270 BEACON ST, CHESTNUT HILL, 2467","42.1999186,-71.2040486","42.3331348,-71.1703115"
1704,Y,ADA,P,3:15 PM,0,0,N,273,BEACON ST,CHESTNUT HILL,2467,339,RAILROAD AVE,NORWOOD,2062,"273 BEACON ST, CHESTNUT HILL, 2467","339 RAILROAD AVE, NORWOOD, 2062","42.3331505,-71.170183","42.200266,-71.2036897"
1705,Y,ADA,P,7:00 AM,0,0,N,98,WASHINGTON ST,CANTON,2021,773,CENTRE ST,NEWTON,2458,"98 WASHINGTON ST, CANTON, 2021","773 CENTRE ST, NEWTON, 2458","42.1400337,-71.1493551","42.3451254,-71.1899899"
1707,N,Non-ADA,P,11:00 AM,0,0,N,116,BROADWAY ST,MALDEN,2148,36,PERLEY AVE,PEABODY,1960,"116 BROADWAY ST, MALDEN, 2148","36 PERLEY AVE, PEABODY, 1960","42.4271672,-71.0418474","42.5468763,-71.0272639"
1708,N,Non-ADA,A,9:30 AM,0,0,N,37,PERLEY AVE,PEABODY,1960,117,BROADWAY ST,MALDEN,2148,"37 PERLEY AVE, PEABODY, 1960","117 BROADWAY ST, MALDEN, 2148","42.5482931,-71.0278349","42.3977492,-71.0638158"
1709,N,ADA,A,10:35 AM,1,0,N,28,MARSHALL ST,REVERE,2151,83,WARREN ST,BRIGHTON,2135,"28 MARSHALL ST, REVERE, 2151","83 WARREN ST, BRIGHTON, 2135","42.4267224,-71.0199298","42.3494202,-71.1424476"
1710,N,ADA,P,1:00 PM,1,0,N,78,WARREN ST,BRIGHTON,2135,23,MARSHALL ST,REVERE,2151,"78 WARREN ST, BRIGHTON, 2135","23 MARSHALL ST, REVERE, 2151","42.3498358,-71.1425849","42.4264015,-71.01980329999999"
1711,N,ADA,A,2:30 PM,0,0,N,63,STEVENS ST,REVERE,2151,56,STANIFORD ST,BOSTON,2114,"63 STEVENS ST, REVERE, 2151","56 STANIFORD ST, BOSTON, 2114","42.4267473,-71.0181343","42.3626065,-71.0638677"
1712,N,ADA,P,3:30 PM,0,0,N,53,STANIFORD ST,BOSTON,2114,60,STEVENS ST,REVERE,2151,"53 STANIFORD ST, BOSTON, 2114","60 STEVENS ST, REVERE, 2151","42.362877,-71.06364529999999","42.4269445,-71.0184798"
1713,N,ADA,A,12:00 PM,0,0,N,96,NEWBURG ST,ROSLINDALE,2131,176,TREMONT ST,BOSTON,2111,"96 NEWBURG ST, ROSLINDALE, 2131","176 TREMONT ST, BOSTON, 2111","42.283612,-71.1408664","42.35301159999999,-71.0641844"
1714,N,ADA,P,6:00 PM,0,0,N,180,TREMONT ST,BOSTON,2111,100,NEWBURG ST,ROSLINDALE,2131,"180 TREMONT ST, BOSTON, 2111","100 NEWBURG ST, ROSLINDALE, 2131","42.3527125,-71.0641363","42.2835078,-71.1410109"
1715,Y,ADA,A,8:30 AM,0,0,N,173,CENTRAL ST,SOMERVILLE,2145,8,CITY SQ,CHARLESTOWN,2129,"173 CENTRAL ST, SOMERVILLE, 2145","8 CITY SQ, CHARLESTOWN, 2129","42.3937284,-71.0994032","42.3726311,-71.0621003"
1716,Y,ADA,P,2:45 PM,0,0,N,3,CITY SQ,CHARLESTOWN,2129,168,CENTRAL ST,SOMERVILLE,2145,"3 CITY SQ, CHARLESTOWN, 2129","168 CENTRAL ST, SOMERVILLE, 2145","42.3720241,-71.0624843","42.3937389,-71.0999975"
1717,N,ADA,A,11:00 AM,1,0,N,102,WARREN ST,WATERTOWN,2472,29,MAIN ST,WATERTOWN,2472,"102 WARREN ST, WATERTOWN, 2472","29 MAIN ST, WATERTOWN, 2472","42.3754417,-71.19467860000002","42.366192,-71.18494799999999"
1718,N,ADA,P,12:30 PM,1,0,N,26,Church St,WATERTOWN,2472,101,WARREN ST,WATERTOWN,2472,"26 Church St, WATERTOWN, 2472","101 WARREN ST, WATERTOWN, 2472","42.3675359,-71.1852085","42.3755295,-71.19374069999999"
1719,N,Non-ADA,A,10:30 AM,0,0,N,9,ESSEX ST,BEVERLY,1915,29,JOHNSON ST,PEABODY,1960,"9 ESSEX ST, BEVERLY, 1915","29 JOHNSON ST, PEABODY, 1960","42.5494198,-70.8772761","42.5444632,-70.9947445"
1720,N,Non-ADA,P,12:30 PM,0,0,N,29,JOHNSON ST,PEABODY,1960,9,ESSEX ST,BEVERLY,1915,"29 JOHNSON ST, PEABODY, 1960","9 ESSEX ST, BEVERLY, 1915","42.5444632,-70.9947445","42.5494198,-70.8772761"
1721,N,ADA,A,4:15 PM,0,0,N,18,CHESTNUT ST,WAKEFIELD,1880,14,Roessler Rd,WOBURN,1801,"18 CHESTNUT ST, WAKEFIELD, 1880","14 Roessler Rd, WOBURN, 1801","42.5033453,-71.0732215","42.5101127,-71.1435583"
1722,N,ADA,P,5:15 PM,0,0,N,13,Roessler Rd,WOBURN,1801,17,CHESTNUT ST,WAKEFIELD,1880,"13 Roessler Rd, WOBURN, 1801","17 CHESTNUT ST, WAKEFIELD, 1880","42.5101127,-71.1435583","42.5035594,-71.0733436"
1723,N,ADA,A,3:00 PM,0,0,N,77,SILSBEE ST,LYNN,1901,83,HIGHLAND AVE,SALEM,1970,"77 SILSBEE ST, LYNN, 1901","83 HIGHLAND AVE, SALEM, 1970","42.4636859,-70.9404127","42.5116336,-70.90812749999999"
1724,N,ADA,P,4:15 PM,0,0,N,85,HIGHLAND AVE,SALEM,1970,79,SILSBEE ST,LYNN,1901,"85 HIGHLAND AVE, SALEM, 1970","79 SILSBEE ST, LYNN, 1901","42.5116263,-70.9081345","42.463887,-70.9406128"
1725,Y,ADA,P,12:00 PM,0,0,N,204,GENEVA AVE,DORCHESTER,2121,210,NEPONSET VALLEY PKWY,HYDE PARK,2136,"204 GENEVA AVE, DORCHESTER, 2121","210 NEPONSET VALLEY PKWY, HYDE PARK, 2136","42.3054129,-71.07532859999999","42.2369305,-71.1308638"
1726,Y,ADA,P,2:50 PM,0,0,N,30,Denby Rd,ALLSTON,2134,104,NORTHDALE RD,WEST ROXBURY,2132,"30 Denby Rd, ALLSTON, 2134","104 NORTHDALE RD, WEST ROXBURY, 2132","42.3555544,-71.1352662","42.2698844,-71.1673026"
1727,N,ADA,A,2:50 PM,0,0,N,36,WOODBINE RD,MEDFORD,2155,302,WINTHROP ST,MEDFORD,2155,"36 WOODBINE RD, MEDFORD, 2155","302 WINTHROP ST, MEDFORD, 2155","42.41113600000001,-71.114863","42.4211423,-71.11823"
1728,N,ADA,P,12:00 PM,0,0,N,307,WINTHROP ST,MEDFORD,2155,41,WOODBINE RD,MEDFORD,2155,"307 WINTHROP ST, MEDFORD, 2155","41 WOODBINE RD, MEDFORD, 2155","42.4221621,-71.1185242","42.4109511,-71.1149804"
1729,N,ADA,A,10:45 AM,0,0,Y,16,SUMMER ST,EVERETT,2149,104,GARLAND ST,EVERETT,2149,"16 SUMMER ST, EVERETT, 2149","104 GARLAND ST, EVERETT, 2149","42.4089037,-71.05288469999999","42.4093878,-71.03869370000001"
